task: 4461,1936 | cost: 47.277850502723595
task: 4277,802,5047,5082,1415,3640,1762 | cost: 423.6058009955741
task: 2882,971 | cost: 26.971829000103753
task: 5021,955,2824,2056,1033,4591,3698,1994,901,3477 | cost: 1867.7311690007627
task: 2026,1457,4292,4707,4409,2542 | cost: 1465.6086244976905
task: 4719,1503,111,4684,4060,4949,2487,2958,2602,4719,2578,46,2380,4654 | cost: 1144.2048714998236
task: 2206,5054,1963,3995,2724,3432,1754,4690,2478,1891,34,3617,1839,4177,4204 | cost: 2183.305818001827
task: 3656,1287,2876,4896,4428,1929 | cost: 509.50136149913305
task: 4982,2277,1808,1219,5048,53,4044,2190,2041,3747,3578,2114,105,3583,1010 | cost: 2676.7038210018654
task: 1653,3559 | cost: 115.31019350150018
task: 484 | cost: 22.504608998133335
task: 4564,3645,2463,4440,4380,1312,535,2480,3569,3542,3060,3472,2079 | cost: 1101.3393990033364
task: 3043,3243,1685,2857,1603,4836,213,1165 | cost: 412.0745269974577
task: 4990 | cost: 268.6686445013038
task: 4640 | cost: 26.77384199705557
task: 2416,5135,3280,1607,1527,1946 | cost: 767.6466369994159
task: 3646,1858,3617,4168,2342,1127,2895 | cost: 254.98807250187383
task: 4486,2378,3929,5069,4154 | cost: 120.61369200091576
task: 3477,3384,1524,1166,1916,1746,1187,4963,3747 | cost: 642.6011420007853
task: 4890,95,4283,4828,2283 | cost: 895.390548499563
task: 1070,4449,4752,649,2639,1664,4029,575,4426 | cost: 956.8571665040508
task: 2185,4690,4616,4804,2764,1040,1451,2738,5000,107,2967,966,4124,763 | cost: 2277.730759495171
task: 4497,3584,169 | cost: 158.7247520001256
task: 4371,1049,2133,3089,2832,5122 | cost: 554.9041699996451
task: 4739,3289,2469,995,4136,2279,3230,4783,1944,3498,4734,1127,1537,3025 | cost: 842.1919085012632
task: 4120,2716,1529,2504,2637,3539,4793,2623,3884,1976,3482,588,864,4 | cost: 1409.021023002424
task: 3732,903,4134,4669,4336,5,2891,4869,4635,3376,1365,3209 | cost: 2926.9869460003974
task: 3402,4864,3800,684,473,1786,2222,1771 | cost: 1198.9378164980735
task: 1154,4339,1733,3809,3702,761,3117,4341,4041 | cost: 1446.1551234999206
task: 3270,3879,3441,4335,3086 | cost: 379.63130999924033
task: 1535,1110,3245,2009,3909,1298 | cost: 640.9367690030194
task: 1152,267,589,3338,4187,4165,3844,2830,4966,4484,928 | cost: 2424.0078015027393
task: 1958,1925,1956,1804,4389,2766,3224,4250,3955,3141,3080,551,2219,3345 | cost: 605.3734669985715
task: 4170,4854,2675,4854,3699,3050,1075,3760,3696,1728,3561,2986,4847,4279 | cost: 2576.2580419977894
task: 1146,2237 | cost: 727.4094025015074
task: 268,4809,2568,3680 | cost: 1836.7955560024711
task: 4460 | cost: 168.80942699935986
task: 2866 | cost: 34.930751000501914
task: 3402 | cost: 8.803862001514062
task: 2386,4975,2958,2678,3526,3284,3917,1123,3023,4457,4148,2467,2969,1032,2853 | cost: 2050.884180000139
task: 2890,2217,356 | cost: 154.65929550191504
task: 4935,2807,2631,1499,3626,2190,3210,3362,5054,2449 | cost: 1026.7931934977241
task: 4125,1329,4585,4831,830,154,4704 | cost: 909.7891499950492
task: 2021,1808,900,4235,3729,3880 | cost: 3966.2853134977922
task: 4077,4914,2139 | cost: 13.250935000542086
task: 2668,161,4013,2343,2607,3617,4736,2347 | cost: 2202.263048999157
task: 1137,3825,1878,3607,3910 | cost: 608.8472660012485
task: 4843,3231,978,3106,185,4338 | cost: 827.043319997756
task: 1441,1315,4091,2844,4979,651,2386,3151,1345 | cost: 792.9828394990182
task: 3591,1522,4821,3138 | cost: 60.498313501739176
task: 2048,957,4361,2372,4663,1989,1119,3539 | cost: 190.67083449772326
task: 183,4272,4730,4157,2068 | cost: 693.0677674972685
task: 3438,3491,2694,4121,3948 | cost: 1026.749042499432
task: 3766,3136,3997,4937,1550,1614,2587,4692,2454,3199,4097,2574,5058 | cost: 3975.084520498058
task: 2360,4113,4127,1322,4437,1716,3872,4701,4546,2210,2038 | cost: 2221.6420139993716
task: 123,1773,3266,1311,4790,3317,3308,4769,2399,2696,2615 | cost: 3137.638059499295
task: 4885,3962,1508,2350,4906,3618,3075,2807,3270 | cost: 602.2877440009324
task: 2028,2334,1784,3738,4581,2911,4588 | cost: 1568.2842299975164
task: 175,1441,4580,2698,811 | cost: 217.67439350151108
task: 3829,3104,2944,4166,3289,1713,2844,5054,4955,4593,4455,1399 | cost: 1205.463686001167
task: 4870,565,1668,4793,3836,1990,3114,4534,2791 | cost: 559.2708390031476
task: 4021 | cost: 3.668205998110352
task: 4873,3986,2613,4590,3572,4524,1403,4662,4537,4305,4710,3784,2040,637 | cost: 825.5091600003652
task: 1447,1536,2280,4897,573,4434,1489,3964,3387,2782 | cost: 476.1691854982928
task: 370 | cost: 52.84415200003423
task: 4782,369 | cost: 19.854742498864653
task: 2568,3132,1862 | cost: 213.4608925007342
task: 3714,1499,5051,4512,3920,1694,3945,2285,5103,4286,3667,3828 | cost: 1076.0849059988686
task: 883,3249,5032,3739 | cost: 1088.280570002098
task: 3044,2163,1700,3478,4675,3060,3954,4824,4025,4454 | cost: 2038.3482690012897
task: 1803,4227,3330,1938,4457,4005,2308,4945,1587,79,4708 | cost: 3672.137156496319
task: 2454,745,4328 | cost: 681.0062164986448
task: 4145,3734,557,3994,1039,4384,2744,4128,1212,4681 | cost: 1052.700284999446
task: 4004,4608,4486,3339 | cost: 336.08022000044
task: 1585,3893,4958,2981,4678,4388,1339,4837,1849 | cost: 425.92722400149796
task: 1411 | cost: 7.201700998848537
task: 1267,3160,67,2126,2626,4442 | cost: 1281.5219765034271
task: 2906,1993,2598,976,3854 | cost: 1036.6393085023446
task: 3519,3559,4436,295,4042,1879,4028,3226,2312,4173,2233,2310,3463,2747 | cost: 1880.5348930000036
task: 4578,4976,2906,3411,1689,3101,2672,4124,3981,3292,127,3320,4077 | cost: 2324.123705500824
task: 4648,5133,1113,3369,4003,4380,4022,2058,2296,1948,2407,4795,1809,136,2576 | cost: 1856.2860984966392
task: 4011 | cost: 3.670928497740533
task: 2512,3017 | cost: 110.95499200018821
task: 2948,2140,1977,3439 | cost: 1141.9555635002325
task: 3330,207,4468,2709 | cost: 939.067070998135
task: 2945,4555,3559,2093,4061,4382,2867,2181,2705,3366,2472,1801 | cost: 1109.2775300021458
task: 1063,4511,4155,1610,2190,912,3884,1373,2000,1918,4257,4311,4989,2811 | cost: 3036.555013997713
task: 2495,3695,2517 | cost: 75.38362449849956
task: 1070,3321,4737,662,155,4722,570,2599,143,3718,4016,1438,4588,3683,4550 | cost: 2519.5494710023922
task: 2336,5097,3676,639,3838,3777,3825,868,1880,2578,3499,2731 | cost: 2351.8798840050295
task: 1707,2501,3671,4610,3996,2786,3242,3081,2722,3070,143,2229,3758,3973,4519 | cost: 819.986678998248
task: 3166,2828,4121 | cost: 109.52065550372936
task: 5038,2198,4026,652,936,4666,4052,3034 | cost: 1395.8120479983336
task: 3254,2431,2395,2750,3062 | cost: 1428.5961104978924
task: 3975,3838,962,3385,2497,4689,2688,3492,947,2684,4923,3114 | cost: 2237.770448500669
task: 552,4452,4167,4610 | cost: 78.16149849895737
task: 1099,4687,85,4232,3862,2568,4997,1076,3340,4131,5098,2919,3793 | cost: 1497.2245559984003
task: 2578,3651 | cost: 116.99451599997701
task: 4638,573,1012,1063,2128,4630,2373,2976,4153,3066,1526,4622,122 | cost: 1631.4641969984223
task: 2276,1428,3201,4841,3630,1944,3564 | cost: 279.22821849642787
task: 1822,3040,3429,3511,3654,3163,4867,1603,3628,4677,3248,4920,3928,1958,851 | cost: 817.6220255008957
task: 4647,5043,3859,1787,1626,142,4172,5114,4184,1796,4954 | cost: 1468.8184820006427
task: 2970,1615,863,4365 | cost: 211.80466200166848
task: 663,2118,1536,154,33,1763,2672 | cost: 695.6271294984617
task: 1992,3505 | cost: 19.418004998442484
task: 1153,4365,4521,3799,4805,683,1492,1175 | cost: 1134.2249829976936
task: 2336,2467 | cost: 425.06465750193456
task: 3658,4739,3649,2170,2029,4590,2479,1968,2929,89 | cost: 2317.5555120033096
task: 4789,4504,3800,3159,5001,331,4646,194 | cost: 657.2074210016581
task: 3724,2742,3910,4910,2707,4864,2591,3096,3368,4215,3205,2871,4932,7,3273 | cost: 3642.1653590005008
task: 1137 | cost: 57.26571549894288
task: 3838,5001,3421,3131 | cost: 146.26321199830272
task: 2668,4309,4159,745,1105,1570,1281,589,4288,271,3441 | cost: 1540.5001405015355
task: 3861,4868,3209,4872,218,918,1921,2281,136,4269,3317,4654,3362 | cost: 1376.2189820008643
task: 3287,3823,4653,4897,1896,2892,1116,1776 | cost: 1574.8237340012565
task: 2782,4098,4784,2053,109 | cost: 297.6480225006526
task: 4088,4796,3146,1777,4296,316,4159,1278 | cost: 3032.564489498327
task: 2426,3646,2028,4331,4841,4540,1517,2767,4850,2369,2407,2741 | cost: 1793.6585200041009
task: 4829,552,2550,4528,2682,761,4064 | cost: 602.0403405018442
task: 1550,4877,2604,1666,1372,1524,4376,2934,4616,2390 | cost: 3266.7128600005526
task: 5015,2803,639,5098,3433,2620,1177,2979,3823 | cost: 1168.8269535006839
task: 2067 | cost: 18.285540500073694
task: 3551,4453,3149,1724,4358,660,886,1855,402 | cost: 1841.1953989998437
task: 3507,1494,4291,4277,3660,716,638,3873 | cost: 1745.0244464998832
task: 3764,1961,2953,2564,3859,4139,2490,1284,3989,3439,1530,3738,3622,2625,3862 | cost: 1821.2579954997636
task: 3317,5054,3668,3486,3973,859 | cost: 2444.9452765038586
task: 4084,4499,2082,2467 | cost: 93.04972150130197
task: 4454,4073,4828,722,2096,2023,4426,3313,1012,165,2897,2318,3798,3589 | cost: 1927.8366979997372
task: 1455,2481,2309,2597,863,2431,3673,3293,3557,3056,4073,3748,4726 | cost: 2610.1278154965257
task: 2421,3051,3579,963,1510,4664,871,3429,191,3308,3074,935,1438,2998 | cost: 3477.441937495314
task: 3236,4319,757,4592,2376,4823 | cost: 907.0680434997485
task: 1334,1064,4998,3572,721 | cost: 588.0025369988289
task: 3414,2510 | cost: 92.82677000010153
task: 4763,4700,3973,3376 | cost: 58.95318399780081
task: 4927,2121,4751,3705,5110,4293,1262,2679,4796,3221 | cost: 660.1731195005414
task: 3097,2485,5029,2622,194,2870,2128,3360,4511 | cost: 1569.7420019969286
task: 192,155,4443,4392,4685,1815,5088,3403,3686,4046,4165,1631,4612 | cost: 1584.3410985035007
task: 1568,3337,3689,4675,2254,4857,2678,4216,2848,4395,4063,194 | cost: 1399.9799244993483
task: 2524,3970,2431,4981,2602,937,3860,2603,4726,5118,3686,3958,136 | cost: 2277.653253997414
task: 2718,4928,3680 | cost: 53.52183749710093
task: 3812,3289,2913,2701 | cost: 390.79928449791623
task: 2866 | cost: 36.401167501026066
task: 3743,4367,3787,2208,1724,3391,1959,1273,1436,4641,3650,3917 | cost: 1438.4738515036588
task: 1110,2531,3824,3398,4022,3978,3449,4368,4094,1300,935,116 | cost: 1883.8183544976346
task: 576,2049,2930,1268,3535,5128,4017 | cost: 507.9112224993878
task: 938,4532,2687,1780,3441,2678,4546 | cost: 505.501876501512
task: 2007,4364 | cost: 169.3776220017753
task: 5024,3692,979,2539,3843,4976,3890,3742,1941 | cost: 605.827291499736
task: 2398 | cost: 892.4928439992073
task: 2375,780,4216,3480 | cost: 424.94309899484506
task: 4698,1594,3561,3641,1555,3082,948 | cost: 2135.391105999588
task: 3194,4697,4493,4138,945,490,2044,2892,3128,978,1561,2360,4139,5109 | cost: 2442.3030624966486
task: 4512,2452,3879 | cost: 123.60310649819439
task: 295,4292,4876,975,2874,2349,4157,2214,162,2304,207,2291,909,3748,4863 | cost: 3353.6825209994277
task: 644,1335 | cost: 53.19063600109075
task: 571,4542,2082,2726,2606,3280,4098,3843,4210,2929 | cost: 1792.9153559962288
task: 423,207,4382 | cost: 469.64035499695456
task: 1637 | cost: 158.42655649976223
task: 2878,2683,1429,1258,2255,4581,2814,2428,1112,2481 | cost: 1381.4271394985553
task: 4532,2889,2394,1077 | cost: 449.2055219998292
task: 1414,4718,4843,1757,3394,3916,3950,1390,3298,3383 | cost: 1098.5324134962866
task: 127,2825,1866,4252,3359,3731,4555,5009,3959 | cost: 1003.9082420007617
task: 3182 | cost: 147.21750499666086
task: 578,3146,2480,2834,3719,4047,3054,3464,1161 | cost: 2046.965048997663
task: 2616,3088,5017,2390,3329,1689,3558,3650,1922,3066,85,3050 | cost: 1043.4674249991076
task: 4874,1086,4684,1246,3124,2264,3469,905,4207,2035 | cost: 1282.576057499682
task: 1066,4104,3883,4535,2828,3261,574,2986,3048,4747,2994,2441,2743,3434 | cost: 1440.770737499406
task: 4326,517,1992,3605,2309,2579,69,3940,1799,4188,2588 | cost: 1272.4251964973519
task: 3963,4050,4377,1758,3381,4104,1914,2247,184,928,2208,2073 | cost: 2592.693689002772
task: 168,3566,1040,2222,4195 | cost: 924.3507065039012
task: 170,2982,4465 | cost: 104.18600600314676
task: 3077,4160,4794,3708,4579,3773,596,4303,1913,3291,5051,3872,1875,3582 | cost: 2240.7511555029487
task: 4368,402,3229,5118,4953,50,2353,5015,4815,4616,2590 | cost: 1170.5771350025316
task: 4476,4105,2322,1947,3596,3320,4673,3707,3745,2373,4391,2511,4581,1519 | cost: 1198.3824935014127
task: 2968,4616,2288,2826,2750,3855,5131,2543,4542 | cost: 747.382009998546
task: 4169,3566,685,4611,2523,3364,4211 | cost: 220.262893501058
task: 4053 | cost: 125.10653299978003
task: 4685 | cost: 11.995685003057588
task: 223,4242,4861 | cost: 165.2496635033458
task: 1666,2680,497,1016,4822,3428,4736,184 | cost: 1462.7900410014263
task: 4060,589,247,4520,3941,2807,4471,2112,4331,3631,3670 | cost: 974.5986640009505
task: 2284,1450,2372,2706,2123,3012,4880,2857,1457,4441 | cost: 881.4401024974359
task: 89 | cost: 1603.7793374998728
task: 4499,1344,5113,4346,102,2376 | cost: 425.45498099934775
task: 2193,2621,2604,1360,646,1446,3392,1438,3311,4498,160,581,3736 | cost: 1713.4400405011547
task: 4816,5078,2471,5039,4160,3591,2366 | cost: 434.9290245008888
task: 2397,1858,4846,3740,2577,1847,3468,27,4307,130,3095 | cost: 4543.784230500023
task: 1346,4299,3144,662,648,4791,3205,4245,2434,3169,4113,119,3593,1924 | cost: 1859.3666130000202
task: 4901,2986,2736,4558,4573,1762,3152,1531,4370,4577,3262,2099,3994,761 | cost: 2406.27229349775
task: 4562,2299,2385,3879,4653,4163,4305,4307,1634,5093,4570,3502,3252,2362,3202 | cost: 828.9594705020136
task: 3989,3235,2843,2154,923,1726 | cost: 905.4097650041513
task: 4858,2988,4827,1900,1122,996,905 | cost: 1461.3191659991571
task: 735,3064,1094,4313,2579,3880,1865 | cost: 545.3826254997693
task: 2924,4938,270,1442,3330,1499,1033,2806,2824 | cost: 1023.9300330031256
task: 1664,2573,3025,1971,2451,1913,2389 | cost: 503.75472550149425
task: 4835,1411,634,4859,582,3708,4517,1694,4973,4979,2732,1184 | cost: 2156.6160729998956
task: 3617,3228,5095,2800,4964,1591,2803,1608,2476,722,923,4964,3318 | cost: 1146.949798498099
task: 2185,2678,3444,75 | cost: 1435.8995444999891
task: 2779,1846,3989,3642,3917,4636,3517,3882,5116,2694,1005,4784,3746 | cost: 2081.4196660030575
task: 4420,1403,1839,4970,4910,1907,3988 | cost: 1057.510465998348
task: 2111,4319,4524,3237,3948,4357,3500,2245,4749 | cost: 1676.3844629967934
task: 985,4334,4745,211,3409,948 | cost: 1955.8877250019577
task: 5093,2900,516,1716 | cost: 369.5743454991316
task: 1761,1990,5120,4631,3231,4383,4801,4047,4255,3695,2917 | cost: 858.65375800131
task: 167,2512,3902,4756 | cost: 250.75205699977232
task: 4457,2391,3407,3636,4343,3044,3129,4150,4834,4714,5131,3856,4409,1454,3742 | cost: 1297.7671360022214
task: 1371,333 | cost: 422.46128850092646
task: 2691,2711,4185,2686,1371,75,4675,4386 | cost: 1134.755323499121
task: 3054,3488,3684,2656,4831,686 | cost: 3539.78737950456
task: 1739,1024,3579,1166,2948,4910 | cost: 1026.9193569984054
task: 1918,636,4574,1014,3847,1256,1449,4967,3267 | cost: 1977.1425154976896
task: 2540,4290,3305,3694,4313 | cost: 272.65426499798195
task: 2766,4049,567 | cost: 104.29167449910892
task: 4450,811,3945,1597,586 | cost: 193.81899799918756
task: 1683,4544,3470,444,3515,4917,4895,885,2063,3822,2674,3928,4235,3939 | cost: 2072.5226264949015
task: 4281 | cost: 190.67969900061144
task: 2760,1042,98,3893,4782,2419,1773,5004,4903,3611,2789,4929 | cost: 2269.4030570019095
task: 4795,1037,4418,2594,3503 | cost: 519.1404795004928
task: 5035,1042,1914,4323,1060,1764,2048,1650,3726,3021,5082,2265 | cost: 955.6880799973442
task: 403,3154,2378,1862 | cost: 269.6579780022148
task: 4791,1647,4251,3067,1036,4293,4637 | cost: 797.4773245005053
task: 4654,2135,1893,655,3650,977,2628,105,4557,1417,2393,4273,3506,2310,1530 | cost: 1037.9187539983832
task: 1318,2867,930,3787,790,3966,931,3668,1452,1520,1961,4766,4015 | cost: 1287.1458795016224
task: 2053,638,2027,2684,1948,1425 | cost: 474.3777820003743
task: 4107,2649,2855,2877,2727,1497,951,3437,3390,5002,3283,3437,537 | cost: 667.3851489977096
task: 1431,2501,4100,1504,2224,4632,2126,4827,2268,3093,102,4874,4992,2644 | cost: 1762.2454334996291
task: 1650,1871,4766,3559,1754,1003,4555,34,142,1287,2641 | cost: 1547.4091770011
task: 3433,3713,4584,4128,1798,3597,2690,2202,1807,4747,1827,2727,3497,1141,4510 | cost: 1451.7471399994974
task: 3116,4789,2228,2050 | cost: 419.62092900212156
task: 3058,2906,2270,866,4218,2079,1737 | cost: 588.920843500091
task: 3772,3483,29,965,3582 | cost: 2344.9577075007255
task: 1540,3715,2342,1530,2369,2750,3320,2241,4550,3970,2716,637,4056,4572 | cost: 2423.104999001225
task: 2634,4349,3515,2859,1078,4856,3607,4948,4414,4745,3416 | cost: 1583.5967674975109
task: 673,2384,2780,4899,2227,4646,3538,2188,4678,3366,1595,3943,3770,3869,2580 | cost: 1687.2883414980606
task: 2204,3247,5059,4924,3333 | cost: 197.40766549512045
task: 4112,2697,2429,1114,4003,3602,901,4860,1407 | cost: 2781.4761545014335
task: 1489,4085,4794,4669,3467,1742,1722,3328,4948,4949,3003,2819,3719,160 | cost: 1753.408019994822
task: 98,1225,657,2512,2030,4179,4300,2370,998,4552 | cost: 1146.1597604975395
task: 3529,1213,1715 | cost: 1161.713913497806
task: 4738,1738,4442,81 | cost: 442.8261004977685
task: 4183,517,2763,2147,582,4314,4137,3815,892,4350,1514,2293,3855,663 | cost: 1358.3990525039553
task: 3862,760,2163,3148,2288,1762,2625,3157,2024,3282,518,2247,4603,2075 | cost: 685.1182309983415
task: 1004,2818,2317,1784,3665,4778,3701,2912,4318,1675 | cost: 2224.1210354986833
task: 30,2009,440,2580,2140,1688 | cost: 2149.6269244962605
task: 3802,939,4158,3545,4039,4009,507,4736,2230,3821 | cost: 616.2345755001297
task: 4293,1430,4709,3467,4244,583,1046,969,4570 | cost: 981.3756680014194
task: 4033,5083,23,4240,4169,3125,1498,3220,1749 | cost: 3224.7150234979927
task: 3624,4738,1608,3437,1051,3716,3833,1012,2860,5067,2550 | cost: 895.5625795024389
task: 4304,4153,4516,5035,4372,3588,1966,3837,2945,4884,3124,4671,588,3750,4303 | cost: 1845.8764140013955
task: 4733,5037,2425,556,3797,4123,3583,3209,4426,57,2367,3674,4281 | cost: 1766.0902024981624
task: 3161,466 | cost: 102.161688500928
task: 5106,593,3703,4547,4641,4992,1133,1252,4219 | cost: 421.6869724987191
task: 2302,4422,4788,3359,4231 | cost: 227.8734825013089
task: 2445,989,963,658,3780,4084,2479,3552,2803,2833,1435,1065,2588,2529,4828 | cost: 2432.759838498896
task: 2431,5092,3386,3654,398,1979,3137 | cost: 1048.0812700006936
task: 352,4618,3721,3199,4123 | cost: 1086.0461495030904
task: 4650,1629 | cost: 55.08288099736092
task: 1522,4531,2500,741,1594,4914 | cost: 1397.2970309987431
task: 3892,4839,2158 | cost: 40.96868500346318
task: 4306,2981,2999,3272,1864,3478,1255,4461,2247,2285,4775,4615 | cost: 763.2195535006758
task: 1503,2162,2183,2775,4918,1914,3295,2526,1759 | cost: 839.2471270017268
task: 2576,318,1791,4438 | cost: 542.19378900234
task: 792,730,4229,4705,4775,3929 | cost: 197.15016699774424
task: 2385,2911,3877,4086,2894,2629 | cost: 417.3649420008587
task: 2725,3776,3024,1670,2627,2672,2371,3839 | cost: 1626.0101500010933
task: 1328,3858,3128 | cost: 98.24809500059928
task: 928,3481,4628,4025,2944,4182 | cost: 1558.1505365007615
task: 3739,3043,2643,3732,4931,1740,2967,3309,3023,3810 | cost: 582.4599350016797
task: 3309,4989,2667,5131,3562,4072,2127,2641,1371,975,3878,4484,4497,3292 | cost: 1667.6570279960288
task: 3556,4516 | cost: 320.0600950003718
task: 3920,2273,3917,1348,2616,2623,4414,4709,3285,2111,4066,2625 | cost: 969.7790360005456
task: 1451,4968,151,3604,2999,2666,1023,1052,2503,3439,2088,4709,4668,3475 | cost: 2424.742924002203
task: 1139,750,4714,4038,1249 | cost: 423.5962284983543
task: 4748,1997,4044 | cost: 125.29955750142108
task: 4905,4330,2027,4141,2840,387,2675,1956,1706,3214 | cost: 729.600416001631
task: 4118,3292,2651,4320,1373,4518,4885,903 | cost: 2302.0383629991557
task: 2269,3896,1803,2312,3855,1808,1058,3258,1568,2202,1711 | cost: 1731.941469002777
task: 2959,2256,3817,2092,2856 | cost: 574.1042735025985
task: 4491,3058,3065,2944,1494,2247,1602,2625,4257,2236,4555,3018,514 | cost: 2113.535537999269
task: 1347,4007,168,4331,3164,5115,1495,3603,1251,2476 | cost: 816.6495359982946
task: 4676,946,3507,2199,1071,4360 | cost: 1160.3802255012852
task: 3374,1786,3238,3863,1845,2869,3931,4592,2814,3206,2108,2770,1147,4731,2718 | cost: 809.5616290047474
task: 3151,2487,5102,4504 | cost: 38.33581949947984
task: 143,4294,1371,2791,4625,3386,2576,1609,1242,1275 | cost: 1069.5227209980658
task: 41,5031,4417,3685,2515,4474,3488,2760,1413,4066,2706 | cost: 2032.4985119987105
task: 1948,70,1026,4549,5122,1684,1019,2070,1439,2272,3164 | cost: 2676.8207179993624
task: 4311,2072,3699,774,4834,4121 | cost: 1131.0277640041022
task: 3812,4637,2047,4254,2245,2155 | cost: 509.2424274989753
task: 2104 | cost: 11.173935497936327
task: 4621,4538,3336,3378,3621,4586,1641,4439,4034,4334 | cost: 746.1120824991667
task: 4020,995 | cost: 31.160201004240662
task: 4601,2369,2371 | cost: 297.49948249809677
task: 5118,2754,584,2882,4681,4669,2180,3538,5025,2019,4791,4040,2013 | cost: 1299.1755959956208
task: 3673,3567,2392,2538,4795 | cost: 160.8787274963106
task: 2298,2231,2862,30,1448,4058,2865,670,2361,4822,1535,3730,4747,1770,4500 | cost: 1693.7241455016192
task: 1929,2165,4587 | cost: 82.82581950334134
task: 2116,3112,3807,2123,4550,4843,3289,3925,4298,2850,3295 | cost: 932.1148250019178
task: 4549,4871,564,1805,3358,2899,2699,1258,2457,4129 | cost: 829.029285498109
task: 1479,105,3280 | cost: 714.1130305026309
task: 4204,2984,4774,2936,1736,3148,3469,1968,4539,2545,2109,3113,3596 | cost: 1121.2288804999844
task: 2438,353,2964,3765 | cost: 175.84621399873868
task: 2741,3381,2826,3271,3624,4760,1497,1438 | cost: 564.8594105005031
task: 4676,2226,4195,553,3747,3473,112,2617,2209,2132,1123,2556,664,1423 | cost: 1373.048690998985
task: 1759,3919,1076,2076,1844,3010 | cost: 778.7817759999598
task: 4327,3900,5020,5109,1905,3558,2822,2889 | cost: 1269.8822075035423
task: 2994,1375,4436,4683,4004,4777,1923,2257,4101,3028,1885,4351,1998,4683,2860 | cost: 2285.089724500722
task: 218,4328,2110,1717,1953,2388,2509 | cost: 807.7603680030734
task: 2369,2780,1028,4564,4277,2158,2819,5022,4580 | cost: 736.176639002224
task: 3645,1175,2359,4081,2914,2885,3536,2649 | cost: 720.2040820011462
task: 1630,3490,2993,2410,1530,4641,2508,3967,1026,4668,2597,2640,513 | cost: 2909.0608865008107
task: 2689,1075,1946,3133,1323,4020 | cost: 337.8407194977626
task: 3020,4144,1159,2239 | cost: 2222.8293545013003
task: 4029,4572,2840,4772,1885 | cost: 496.5483860032691
task: 4692,2090,4501,799,5026,2616 | cost: 585.0972030020785
task: 4352,979,2532,2262,4736,2406,1868,2403,4215,3888,4412 | cost: 3234.1745595003886
task: 2683,4879,4231,755,2673,2687,1787,4423 | cost: 761.5174300008221
task: 2784,4687,2355,1753,3331,1395,4137,3546,3224,3979,4681,3291,1069 | cost: 1421.6826604970265
task: 571,1008,1515,1321,3241,5117 | cost: 185.98803149870946
task: 5014,4473,1600,4361,4006 | cost: 78.74311949854018
task: 598,1375,3846,2819,2872,3170,3964,4448,1758,785,4197,2436,2902,3397,4086 | cost: 1819.5172574996832
task: 2012,490,5017,1337,3523,1416,2700,4345,1375,2629 | cost: 1408.9304354965861
task: 2871,1685,3640,3483,5074,672,2628,440 | cost: 1747.9713685024763
task: 4581,1501,2355,2667,4637,305 | cost: 2428.0739829991944
task: 2145,1650 | cost: 89.802429502015
task: 1088,1818,3480,98,4200,4689,4373,4218,4967,2346,1826,1016,3744,2514,2134 | cost: 2404.916373499873
task: 4841,3739,4319,4199,400,3538,3322,660,4438,3042 | cost: 1362.6255329982087
task: 1438,3082,2321 | cost: 581.702857001801
task: 316,3997,2507,4266,2229,4142,2878,3008,1990,3178 | cost: 1575.4510004953772
task: 1741,194,660,4236,59,4506,4598,1915,4241,1865,4138,4903,2998,3605,1528 | cost: 3732.217414002662
task: 3632 | cost: 7.4305564994574524
task: 1016,4108,1506,3046,2577,291,5104,3747,2776 | cost: 360.46669999996084
task: 4333,2822,2012,324,1659,4916,3318 | cost: 1448.6390039965045
task: 3195,3747,2871,2740,3019,1711,2928,4913,4042,3934,3359 | cost: 1283.6675039980037
task: 474,1536,3049,4571,3409,2953,216 | cost: 696.3129574978666
task: 3001,3196,3526,3666,3113,1994,2971,2250,2770,4045 | cost: 1144.1965695012186
task: 345 | cost: 181.03202999918722
task: 547,3744 | cost: 491.3194155014935
task: 1845,1133,4056,4462,5029,3231,4361,1271,592,3991,3491 | cost: 1153.8751995030907
task: 177,3033,115,2344,4450,3697,3693,2964,5092,1029,582 | cost: 906.5323760005413
task: 4203,2669,1031,2769,736,2605,2300 | cost: 1052.9777060000924
task: 2533,1864,1137,308,4766 | cost: 706.7068705000565
task: 2489,2161,4775,3864,4685,3440,1310,3281,2699,68 | cost: 1948.870057498425
task: 3757,805,679 | cost: 146.5954259983846
task: 2407,1676,4929,2205,3532,4015,4378,2186,3985,4896,3233 | cost: 1106.4231009986543
task: 4930,1570,4676,2409,2140,1875,4283,3061,3241,2167,3044 | cost: 2143.5725774972525
task: 1415,1911,4632,2318,840,4029,4091 | cost: 536.6534319982748
task: 2365,1878,1711,4874,696 | cost: 1348.6542680002458
task: 751,1409,3799,4967,167,4214,3344 | cost: 662.1873435033194
task: 3652,1019,3547,3752,2486,2888,551,3934,3699,778,3167,2693,2998,1821 | cost: 1241.8990780024615
task: 4393,2760,5092,200,1784,4576,4892 | cost: 1378.726019996975
task: 1129,4796,1853,2972,1028,1745,5082,3921,2388,4862,1372,4574 | cost: 632.7056205045665
task: 4040,4119,3332,89,987,2046,3338,3878 | cost: 3116.248985497805
task: 2879,3598,1167,1463,3702,2392,3429 | cost: 757.3845305014402
task: 4436,1420,3651,3908,3508,2945,1808,3830,1840,4332,3799 | cost: 1005.7288739990327
