task: 2178,2787 | cost: 32.4196390000111
task: 440,4584,4833,3046,738,2770,997,2227 | cost: 465.1511304998621
task: 2279,521,4221,4549,4252,4527,541,5017,1327,4397,4400,3442,2843,635 | cost: 1062.2440505001123
task: 4243,1174,100,2407,2899,3200,4187 | cost: 1000.0044905000323
task: 1240,1872,4789,3261,1516,75,4106,2581,170,1764,4541 | cost: 1728.1691985001544
task: 1625 | cost: 364.9556240002312
task: 3363,2700,2884,96,3491,4363,3601,1447,1456,3681,3036,4621,2273 | cost: 801.4578430002075
task: 3898,3611,2864,4181,1837,1948,3876,3412 | cost: 652.119171500317
task: 3650,2965,3828,4342,1196,2518,1375,2749,3453,1940,2596 | cost: 597.6934479999727
task: 3056,1974,1246,4217,2741,2333,4040 | cost: 484.5361254999716
task: 3616,1644,3005,1550,2376,4053,3599,4852,4207 | cost: 2554.843304500082
task: 4757,1368 | cost: 151.01804449977863
task: 2273,1831,4787,223,2739,5037,4636,3942,4991,4919,3317,127,1785 | cost: 1044.1138155001681
task: 3907,4778,4986,1722,935,5041,3951,2382,4089,1112 | cost: 864.9116284998399
task: 4055,3177,3141,2192,5035,929,389,4358,4619 | cost: 626.4637804999893
task: 1456,4428,3913,1416,4187 | cost: 95.08038800004215
task: 2074,2202,4630,3590,3660 | cost: 364.171317499995
task: 3283,376,3578,4886,4814,1767,2367,3524,2651,3539 | cost: 734.1796765001618
task: 2124,5013,2517,2265,3317,1766,2443,1697,4356,497,2947,3222,2894,3627,2616 | cost: 1227.9352319999361
task: 4466,2526,747 | cost: 236.06278650004242
task: 1717,3881,1546,4967,739 | cost: 584.3981334999171
task: 2027,4338,4237,5133,4045 | cost: 346.30460299990773
task: 5101 | cost: 1.038508500187163
task: 4530,1198,976 | cost: 630.0806610001928
task: 2630,274,3433,4440 | cost: 308.15586100015935
task: 4594,4507,2465,2596,5128,168,2630,2659,1443,1760,2733,2696,4449,2012,4637 | cost: 1142.3824089999925
task: 3730,1589,4335,3787,3241,4391,2237,3982,98 | cost: 667.7649994999229
task: 2934,2425,1183,3676,4338,2453,4643,3377,4845,3956,775,1441,4250 | cost: 625.1223129997925
task: 3582 | cost: 54.71954950007785
task: 2610,1055,2653,2930,4581,162,3365,2504,3855,2180,2186,4629 | cost: 895.0311700000384
task: 4999,3895,3286,1561,4881,1654,5083,2882 | cost: 448.7070004997804
task: 2937,3431,1753,3645,3931,3599,3044,2725,3475,4968,2821,567,4981,2706 | cost: 1834.2516015
task: 5034,4828,4100,4173,4415,4824,1144 | cost: 430.2254125000218
task: 1965,983,2307,4401,4282,3137 | cost: 467.1909785001844
task: 4493,1498,968 | cost: 64.28132600012759
task: 4851,2088 | cost: 114.94435649979096
task: 3457,3833,1818,1867,3576,2959,4035,4904,4675,2710,2370,4773,1421 | cost: 595.4370739998467
task: 2705 | cost: 61.81968100008817
task: 1489 | cost: 9.225231500067821
task: 1584,4665,1660,4338,2388,1139,4617 | cost: 485.36179300003823
task: 2195,146,517 | cost: 216.5629404998981
task: 4639,2411,3262,5032,3015,4582,3061,4916,2379,964,3140,4842,4157,4299,745 | cost: 2226.6818099999455
task: 1673,4473 | cost: 33.26775050004471
task: 2993,3890,2156,1542 | cost: 985.6299205000596
task: 4029,4862,3037,3953,4722,2767,3595,1173,4273,3835,3513,4254,3957,402 | cost: 1225.8391324999138
task: 1897,2259,3914,3091,574,4936,3689 | cost: 520.3783604999899
task: 3974,2154,3267,1800,2458,2712,3234,886,2918,2191,2743,2641,516,4633,3786 | cost: 1590.1105384998573
task: 175,4841,3014,2376,1815,4225 | cost: 105.66023699971083
task: 4762,1720,5047,1791 | cost: 266.4800305001336
task: 2572,97,1975,2410,4404,3369 | cost: 664.1510900001322
task: 1105,500,2333,2667,4422 | cost: 306.40063900000314
task: 3010,2246,1731,4328,4777,2878,4391,3776,3740,2809,3147,1752,1425 | cost: 890.7116995001161
task: 730,3356,2943,144,4556,490,2501,5004,1211 | cost: 704.7497014998498
task: 1914,4884,2271,775,2312,4674,3250,4419,3415,1725,5070 | cost: 315.70521150001696
task: 3659,1834 | cost: 161.8061949998264
task: 2610,4289,4265,4928,2386,2031 | cost: 489.51698550013134
task: 648,4787,4110,3078,2413,1929,121,775,4642,98 | cost: 1192.52284900017
task: 3375,3016,3403,2459,4006,5121,4455,2980,4235,4422,2215,2885,3858,533 | cost: 504.28626600000825
task: 2421,1391,272,4948 | cost: 1056.8028465002044
task: 4950,244,635 | cost: 57.36094500002764
task: 4765,4139,4792,1249,4695,1399,4051,4874,3450,591,594,3849,4404,4459 | cost: 681.0311974998058
task: 1988,4409,3658,3878,1578,314 | cost: 590.4121499997927
task: 2553,3409,101,3357,3488,4497,3508,4356,3497,4836,157,3529 | cost: 2843.836336999857
task: 2966,3565,782 | cost: 189.30380599999808
task: 4976,2584,1159,1296,1518,3026,4226,3572,4873,2482 | cost: 1902.4036600001182
task: 2502,2655,3305,1114 | cost: 428.95773800000825
task: 2215,3615,4923,2253,4232,1593,3593,4766,863,4322,4333,4071,12,4869 | cost: 1684.5784409997577
task: 656,535 | cost: 30.67386850011644
task: 1955,2433,4969,5062,1937,4805,4195,4144,1868 | cost: 1537.1776150000187
task: 1076 | cost: 12.68257149990859
task: 3032,3957,2448,4645,4878,402,2467,1299,480,4518,4192 | cost: 419.82260000008864
task: 3347,3238,2460,4823,3128,3682,2569,1008,3413,1648,4647,1517 | cost: 655.7397075000608
task: 3743,1913,1419,3388 | cost: 188.69231400003628
task: 4448 | cost: 3.552899499936757
task: 1813,1541,1861,1800,2214,4903,1744 | cost: 1024.7773519997736
task: 1901,2745,4644,4944,2583,2346,3250,4708,908,2942,1641 | cost: 1038.969020000195
task: 788,4875,4816,3471,1919,2736,2562 | cost: 1273.7701789999392
task: 3319,1040,2005,206 | cost: 438.42368349987737
task: 4795,4964,2716,2196,1336,1981,2445,2062,4754,4515,4959,4946,3276,4300,3834 | cost: 1279.231835499786
task: 584,1371,3027,3685 | cost: 117.31599349991484
task: 4487,1650,2842 | cost: 30.172838499993304
task: 4896,4779,5122,4720,1771,102,1266,3386,2411,1911,569,5073 | cost: 1397.3362695001015
task: 3470,154,971,2069,3589,4117,3135,4352,2024,1568 | cost: 1148.713824999959
task: 3237,3329,3757 | cost: 74.59437600005003
task: 2510,3441,712,4083 | cost: 731.6650175000632
task: 2874,9,1760,2658,1944,4769,2385,46,4661,3388,1771,1853,3398,1897 | cost: 1231.8283934998817
task: 979,4924,1981,1814,4303,4068,4717,3192,3951,1894 | cost: 879.3579204998423
task: 718,1079,3690,3127 | cost: 331.8962834998729
task: 1760,2518,2781,1764,3741,5070,4921,3685,3194,4296,2923,160,3445 | cost: 1505.1645900000494
task: 3008,1772,2704,2437,1872,935,2128,3923,4423,4890,1772,3960 | cost: 1633.5327184999642
task: 3950,4953,2484,27,5103,4561,2367,165 | cost: 1746.8073325001114
task: 547,2393 | cost: 310.90017500014255
task: 2504,2595,168 | cost: 230.968408499848
task: 592,4034,4213,3374,2680,1232,2879,137 | cost: 671.8062299999019
task: 2919,2130,4126,4425,3436,5123,913,2656,4490,214,3319,4810,1513 | cost: 1517.769295500102
task: 4977,4737,3197 | cost: 181.39578000000256
task: 2387,3794,4113,3127,1535,925,2407 | cost: 972.6215570001386
task: 4956,4921,1110,4759,3529,4056,4180,3530,4406,2965 | cost: 600.9701225000299
task: 3686,704 | cost: 378.1094739999844
task: 3444,1510,3408,3687,3197,1762,1389,3799,3630,2952,3089,3374,5012,598,4569 | cost: 804.2830240001422
task: 92,3785,3039,650,4224,2699,4323,2225,2520,4372,4939,1856,1049 | cost: 595.8441975001278
task: 3053,584,3169,4223,2691,3933 | cost: 387.71986300002936
task: 2181,4861,167,1605,3022,2464,2183,2721,3860,206,1526,1253,3963,1953 | cost: 1137.0868700000756
task: 4331,1560 | cost: 243.37471650005682
task: 4122,4919,728,929,3457,3926,79 | cost: 1216.214128000047
task: 2769,1882,4910,3365,215,677,515,1307,204,2125,4850,3982,4779 | cost: 468.9307329999792
task: 3241,3615,671,4258 | cost: 55.93930750001164
task: 2988,3628,3275,2677,639,3265,4364,1094,1838,4863,3461 | cost: 632.9787249999299
task: 745,3710,3886,1839,190,3036,84,4418 | cost: 1632.3607674996765
task: 2740,191,5038,2859,3687,4113 | cost: 556.7937645000711
task: 2697 | cost: 395.44913600002474
task: 2212,2099,283 | cost: 253.700761500113
task: 2208,5058,2875,3620 | cost: 60.88477749995036
task: 3419,3012,1809,4211,5058,4304,2780 | cost: 89.85147299995333
task: 2043,4048,2309,3025 | cost: 200.8399865001138
task: 3501,2663,2204,194,4292,4260,3328,99,3519,4083,5032 | cost: 764.5400730000347
task: 2497,4194,1300,570,2981,2272,4373,3876 | cost: 363.9661975000763
task: 1632,2149,2736,1885,1064,2318,4387 | cost: 266.58344649990795
task: 4220,1063,4356,660,271,2264,3702,3217,1361,3635,4087 | cost: 370.6637504997161
task: 752,1601,2606 | cost: 869.4151345000591
task: 3720,4832,1530,3580,2646,2895,4700,2484,2267,3888,658,4632 | cost: 264.16897249987414
task: 2702,1428,3101,4515,1743 | cost: 819.8428140001397
task: 3021 | cost: 18.735528999968665
task: 3049,4905,256,994 | cost: 223.24030150002727
task: 5134 | cost: 1.6503445001490036
task: 3281 | cost: 34.56308049976542
task: 1257 | cost: 80.52927849985281
task: 4799,446,3999 | cost: 37.45901699994647
task: 3777,4028,264 | cost: 157.92394699997203
task: 4784,4819,3461,4781 | cost: 102.80334250001033
task: 1936,566,4988,4631,2828,1374 | cost: 738.531673000125
task: 2596,1550,4966,2710,1897,2885,4229 | cost: 2202.7826134997213
task: 2792,4644,2002,4409,990,1453,4262,3218 | cost: 985.4068500001176
task: 1934,660,3723,856,4012,3361 | cost: 292.8410020001593
task: 2424,2126,1056 | cost: 322.4405895000473
task: 1262,2241,2250,70 | cost: 2070.0543240000115
task: 1334,4479,4255,2621,1924,3580,2434,3196,2005,3429 | cost: 646.0418200001641
task: 3948,808,1328,3265,29,1513,5011,3634,1445,4481,928,3778 | cost: 2623.2767879998846
task: 3951,1943,3228,2960,4512,3633,2023,3463,2911,2164,3473 | cost: 951.5321575001963
task: 1264,948,137,2567,3472 | cost: 588.3198760000141
task: 1872,3837,1936,2652,3781,4427,1374,3188,648,2425,2254,932,2441,3243,4523 | cost: 1321.6608205002558
task: 3430,241 | cost: 43.990438000264476
task: 4002,1811,2038,2306,4929,1363,2463 | cost: 130.91986250014997
task: 2673,3425,2685,4015,3443,4984,2710,2106,1935,2958 | cost: 1020.8649345001959
task: 862,4897,4261,2180 | cost: 193.39713199997277
task: 4927,3192,3984,4678,2569,279 | cost: 425.41081649983425
task: 2852 | cost: 11.817676499958907
task: 3790,1117,4079,3751,2043,4354 | cost: 248.9665989999139
task: 1158,2888,3656,1508,995 | cost: 104.37458649994369
task: 2383,3180,1131 | cost: 274.83425350010293
task: 2851,3209,560,3894,4941,3788,552,3681,440,1788,3736,3008,2622,1123 | cost: 593.5960215001614
task: 3657,3544,1721,4122,3605,670,557,1393,4636,1407,1927,4154 | cost: 771.1226315002477
task: 3277,4214,586,4012,4299,2244,2506,890,3451,1771,5040,3111,2010,4181 | cost: 1936.1312519999956
task: 4482,1976,2136,4746,1502,2496,4026,485,141,4792,4935,2533,2267 | cost: 840.5584484999054
task: 1821,4697,4818,5101,3604,1096,2085,3106,3934,2276 | cost: 506.69153350008855
task: 4174,1477,3937,1507,4977,3070,2742,1345,4053,5119,4980,1409,4794,3912,4106 | cost: 996.5539095001077
task: 71,4438,4048,886,4595,4822,4659,2464,4098,1120,3815,1513,4023,2658 | cost: 1998.8663464998808
task: 2779,4932,4455,4599,4736,4988,4934,1296,1796,1097,2765,479,4326,2101,1883 | cost: 1061.8793890000688
task: 4896,4192,3524,2374,4379,4115,4500,2627,1943,4487,967,2428,3790,3084,1537 | cost: 1487.8839729999527
task: 3414,2312,3265,5021,4764 | cost: 118.9929505001146
task: 4468 | cost: 71.70692650015553
task: 3500,3673,3877,127,2552,2252,3869,1412,4006,1033 | cost: 866.4184919998661
task: 0,3141 | cost: 332.6640984998903
task: 45,4159,4020,1887,3811,2918,2181,2767,3536 | cost: 835.8766119997654
task: 4551,4814,1042,4953,3146,3824,1414,3277,2055,479,4521 | cost: 825.460755999984
task: 1397,4229,4532,3798,4899,3954,5029,2507,1307,2445,2922,3213,2379 | cost: 972.7089180000803
task: 4960,2718,3535,4332,1720,4150,1959 | cost: 282.03386299992417
task: 4659,1135,4774,1995,4160 | cost: 297.27025299985144
task: 1119,1957,4492,1710,3070,575,1520 | cost: 176.51505549997637
task: 2359,4930,2691,4837,2995,2372,3261,2308,4450,1511,3216,2671,3759,3841 | cost: 811.6712809996898
task: 2956,3029 | cost: 4.693158500003847
task: 2057,5064,1506,1157,3469,4254,54,4867 | cost: 401.6514035001819
task: 4160,1613 | cost: 143.71971000036865
task: 3420,2015,2038,2348,3356,1662,3891,1887,3238,154,3994,71 | cost: 2277.958065499888
task: 4933,5,2165,1831,564,4658,2554,85,1229 | cost: 874.5152044998576
task: 4973,4805,3417,2353,2532,2018,3188,4000,4493,2897,2137,2057 | cost: 872.1989945001951
task: 5074,903,581 | cost: 340.7467024999278
task: 4271,4178,2856,1310 | cost: 84.38139500003672
task: 4377,800 | cost: 54.46795999978349
task: 3441,1882,449,4175,191,1807,2575,4615 | cost: 677.3410609998791
task: 3241,292,2932 | cost: 88.76146600005086
task: 2808,2956,1849,1831,3438,3167,4318,3926,4875,3158,4567,1309 | cost: 1010.3388600000471
task: 4099,453,4156,2272,2370,3992,4156,3003,3901,2266 | cost: 266.7540574998384
task: 4291,1041,2009,2409,4221,660,2685,4062,52,4087,1309 | cost: 861.5088505002859
task: 3314,2736,3162,2104,1127,3365,2006,1518,581,4428 | cost: 410.3169995000826
task: 4176,4336,5018,2600,1004,3141,2027,1641,4814 | cost: 586.8416144999173
task: 5123,2092,1654,4088,1118 | cost: 322.589745499954
task: 2608,3713,4011,1972,2468,2374,3197,2395,4405,115 | cost: 686.2394049999239
task: 4713,1632 | cost: 61.91515299997263
task: 4772,3984,4467,4411,961,2944,3236,1143 | cost: 411.74067299971284
task: 248,4605,1780,2351,2416 | cost: 220.7345345000249
task: 656,2286,3236,3251,3156,4521,3098,3663,2720,3203,4537 | cost: 842.1682025004884
task: 2192,4050,1076,3782 | cost: 196.03254650019153
task: 4240,5032,4260,1351,2992,3095,4639,3143 | cost: 203.74702849949244
task: 5119 | cost: 4.584840500228893
task: 2020,1494,2631,2284,3942,2991,944,4814,3288,5121,5127 | cost: 1223.0537045006713
task: 742,3056,829,4257,2078,1428,3334,196 | cost: 547.1735850005643
task: 357,2374 | cost: 24.23019150046457
task: 4696,3389,181,2676,1506,3357,4987,588,4407,761,3109 | cost: 511.58937200034416
task: 2761,855,2574,3847,4728,636,593,3877,3445 | cost: 553.6195959998622
task: 3626,3577,2384 | cost: 82.0511520000764
task: 2529,2113,4432,3617,2926,549 | cost: 242.0833444998607
task: 4369,1685,1143,4502,642 | cost: 289.7399914995731
task: 3204,4240,4782,4452,143,5096,722,652,3795,2863 | cost: 404.1533330000675
task: 3800,1442,2558,2415,4096,2702,4807,2614,4608,3667 | cost: 664.5540080003229
task: 3908,951,3187,3736,4202,2664,3874 | cost: 142.82957049999823
task: 2652,3029,3716,1000,3162,1715,3801,2790,3467,4959,3587,4386,54,1769,4855 | cost: 1209.9699755003712
task: 2524,4085,3938,2698,2209,3661,4423,4652,3801,2683,5095,3234,1228,2359,2185 | cost: 195.56321700019907
task: 2989,4411,956,2995,3205,865,2463,3826,3288,4968,4361,1855,4535,2215 | cost: 1230.2718619998814
task: 2464,2858,2178,2795 | cost: 88.80286449948471
task: 2310,2965,776,5058,3320,107,2924,3579,2648,81 | cost: 524.9038770002699
task: 2533,2128,722,4427,3220,4419,2913,1863,1871,1909,1417,907 | cost: 734.8944280001888
task: 2669,2591,1505 | cost: 490.990339000291
task: 1921 | cost: 9.063273500032665
task: 4826,3581,1936,4825,4719,1820,4655,4164,3981,3486 | cost: 1012.6223045003826
task: 2208,1891,4432,3531,5035,2927,5129,1728,204,1253,4386,2401 | cost: 1900.7865434996347
task: 2771,1133,4735,3914,4903,1521,3211,2322,2042,2627,4057,4159,3624,4130 | cost: 1058.7121659996228
task: 4899,3519,4966,1398,1711,2559,2192,1225,5029,3292 | cost: 1198.8575820000733
task: 3048,3845,1633,3025,992,3235,3160,1258,4761,3332,1598,3443,4790 | cost: 619.7963044996868
task: 606,534,4896 | cost: 363.3357335002074
task: 4811,3787 | cost: 103.33745700017971
task: 3142,3503,2221 | cost: 394.950561999849
task: 2939,2214,2325,3922,4040,4045 | cost: 301.60464549999233
task: 4482,3718,2685,3283,5001,2621,2313,3453,2333,2550,3652 | cost: 1427.8946819995326
task: 2044,208,4115,2462,5009,1127,4915,3512,5003,4980,3344,3345,2208,2959,966 | cost: 1270.587057999819
task: 5029,3337,2607 | cost: 897.3961750002672
task: 3349,2345,2164,1969 | cost: 119.11441099982767
task: 1167,4646,4296,3628,5086,2749,1522,2920 | cost: 884.5609045001765
task: 3951,1432,888,3591,2926,4771 | cost: 905.5908625005031
task: 4602,1488,2290,3453,4778,4538,2740,5066,3962,238,4923,860 | cost: 706.366886500291
task: 1426,1535,1896,1961,4606 | cost: 217.27367550010968
task: 4567,1915,3812,4949,2457,165,4228,4647,2918,3199,2677,3507,3767,4271 | cost: 1014.6526095004447
task: 5021,5013,2197,4564,1630,5073,1614,3428,1782,4578,4387,4991 | cost: 615.3907110001455
task: 3455,1335,3398,4445,4,587,4893,920,2288 | cost: 1302.1218924995992
task: 3429,3775,3260,4245,2080,4734,3663,3955,735,4307,5095,4788,3912 | cost: 1180.033427500348
task: 2050,1765,4001 | cost: 305.2138295001896
task: 5102,3916,5085,3589,3087,130,175,1965,1415,2452,2263,2024,4939,589,3306 | cost: 455.06084600037866
task: 2024,2671 | cost: 39.047222499903
task: 4652,4512,3723,1802,1290,2472,4484,1451,3370,5074 | cost: 420.77274150005906
task: 1578,4652,2989,2889,4714,2083,942,2485,2668,3483 | cost: 1243.5570679999728
task: 3391,733,3208,1601,4796,1071,746,2379,5115,3838,3933,1353,4840,2026,971 | cost: 1382.467430500128
task: 833,3340 | cost: 27.819488999739406
task: 1609,1121 | cost: 85.16251899982308
task: 3718,3108,181,4775,4205,2549,790,4794,2261,4496,2930,962,638 | cost: 552.4996635003845
task: 588,1195,3973 | cost: 58.847233499818685
task: 850,2993,3703,170,1742,3714,3777,722,4572,661,5024 | cost: 429.8013684997386
task: 4596,953,1061,2159,2990,4663,2065,4323,3111,4670,3272,4406,4342 | cost: 935.3080145001513
task: 4359,1409,4981,816,3776,3710,1746,1889,785,3224,4703,3700,3522 | cost: 1068.0609884998375
task: 1919,1353,3418,1753 | cost: 275.3044255000532
task: 1034 | cost: 188.00310050028202
task: 2143,4416,3632,521,4933,1734,1330,846,4392,3994,2226,3752,574,4815 | cost: 523.8089155000125
task: 1720,2271,4717,1863,684,2777,1837,89,2720,1176,3574,3364,425 | cost: 1827.8037674999723
task: 3309,2403,191,3037,4317,1931,1849,4318,4963,4742,4066,665,1850,4839 | cost: 1438.8799285002278
task: 4312,4107,4319 | cost: 619.8987984998894
task: 4265,4123,2986,3498,881,537 | cost: 507.3323954998159
task: 3130,3085,4508,1623,4570,2546,4246 | cost: 181.0486280000987
task: 2439,3532,4079,1300,4859,2455,2013,4053,3927,2844,3561,4668,2988,4152 | cost: 593.6079480002263
task: 4241,2425,4391,5132,3506,1918,2804,2642,4004,4715,1403,3056,1375,3174 | cost: 666.5755620001619
task: 2227,3923,634,4635 | cost: 38.45853650000208
task: 3381,958,4492,3756,4715,2464,2098,2270 | cost: 236.73829150038728
task: 2273 | cost: 3.707289500198385
task: 404 | cost: 90.56007800018051
task: 1880,3245 | cost: 8.893166000234487
task: 3983,4222,2467,4549,3116,4210,1816,2525,2268,4299,2824,3562,2085,4449,3510 | cost: 664.7194304996447
task: 1187,3927,4335,3311,3021,1587 | cost: 589.5876489994407
task: 2531,5112,2815,1284 | cost: 752.1467699998539
task: 3304 | cost: 140.22501150020616
task: 4254,1197,2402 | cost: 136.39807699973971
task: 2407,4170,1541,3569 | cost: 660.1700905002872
task: 4409,3281,3270,1646,2165,3669,4296,3065,4977,2563 | cost: 1282.873236499654
task: 2538,5059,2700,4793,2707,4864,1377,4756,2093,2475,4905,3856,4108,3461,1690 | cost: 391.8837735004672
task: 1974,2497 | cost: 124.2345419996127
task: 3690,2982,3973,3044,1930,745,3223,3864,1706,3860,3584,2236,4084 | cost: 906.5872269998181
task: 2529,3570,2943,1782,654,3402,1250,3304 | cost: 622.7785209998729
task: 3722,4505,4367,3524,4912,4204,1410,1712,3595,821,574,2564,4627,2037,3286 | cost: 643.2113050000225
task: 3595,1041,1127,1723,3391,4283,1533,2352 | cost: 704.5424594998622
task: 1609,2322,4838,2350,3364,4883,1221,4592,4352,3889,645,4116 | cost: 1081.765298999926
task: 1992,3435 | cost: 61.83693200000562
task: 1450,4824,1182,4359,3910,4462,537,4204,2787,4229,3424,1550,2844 | cost: 2050.2310995002517
task: 1784,3886,917,3307,3411,5105,886,4732,5055,3146,3942,3090,3896,4173 | cost: 1672.8186710001864
task: 2635,784,2298,4051,888,1790 | cost: 832.1830400000181
task: 3752,4117,3417,3972,2264,1569,4303,2475,3737,4302,1806,4654,2527 | cost: 1342.4480290000247
task: 1591,593,3556 | cost: 207.33480149965544
task: 4953,1640,2463,3689,4491,4423,2069,3741,3572 | cost: 206.51333050000176
task: 1041,173 | cost: 222.0759184997405
task: 2164,2524,1428,3675,4110,3434,2475 | cost: 778.3355165001922
task: 3816,655,3421,1578,4405,1784,2466,4133,790,2279,1044,3281 | cost: 1418.263711000236
task: 4410,502 | cost: 39.135992499723216
task: 1074,1530,4550,645,4242,1929,4623,3709,5000,2836,2998 | cost: 610.0746359998084
task: 3633,533,2623,3669,2354,3854,1809,3185,4085,2349 | cost: 404.9135310001475
task: 3899,4978,1985 | cost: 295.2260679999199
task: 3172,3459,4978,1407,4439,1303,4216,3122 | cost: 1001.4587570003641
task: 2785,4634,2081,4131,4329,4568,3747,550,3997 | cost: 372.15969299995777
task: 763,3252,1212,2108,3055,4754,3311,4317,1418,1079 | cost: 221.0117204999733
task: 1128,3570,1103 | cost: 288.6668484998154
task: 3474,2097,4611,2871,1138,3630,4111,996 | cost: 913.0012119999265
task: 4044,559,1958 | cost: 87.41727000051469
task: 2034,4323,4967 | cost: 404.82341899996754
task: 227,3856,5023 | cost: 29.280376999849977
task: 2260,4822,2856,3843,2210,3090 | cost: 528.246110499822
task: 2230,2344,2191,608 | cost: 280.698954500167
task: 5091,572,3211,3227,4716,1444,7,3450,4343,4159,3759 | cost: 807.3166869999113
task: 3214,2786,4248,4225,3936,4311,1053,3496,3643,3434,2450,971,5128 | cost: 769.5473520002452
task: 1075,2309 | cost: 25.63406050012418
task: 1809,4639,4293,5028,2112,999,1796,1509,4612,2520,4711,2939,4916,3273 | cost: 531.1285940001653
task: 4372,1218,2131,1501,4027,1225 | cost: 487.8598079999392
task: 4780,3401,2935 | cost: 143.56971799998064
task: 3424,440,2051,2008,5029,1619,1847,5033,4585,2674,1953 | cost: 838.1777985000554
task: 1714,3664,4245,2557,3138,2943,2718,4492 | cost: 387.92290049923395
task: 2367,3170,4956,5011,2581,5001,3854,3560,112,1238,2698,1587,4913,2407,4077 | cost: 1782.128192500295
task: 588 | cost: 10.733200500453677
task: 984 | cost: 366.7236450000928
task: 579,4194,2804,3850 | cost: 182.07408499984012
task: 5043,2329,3042,3552,1429,4044,1651,4988,1966 | cost: 1147.2077485000227
task: 4638,378,2426,4821 | cost: 168.15494850015966
task: 4743,4254,551,2233,3581,2598,1552,3817,2432,1488,1522,1148 | cost: 1780.5712035001307
task: 2728,2670,3147,1788,3777,1897,4626,2580,830 | cost: 629.8201390000031
task: 1499,1099,4191,1002,785,1253,4652,2526,3191,3441,2960,2796 | cost: 851.908224500221
task: 2347,27,1387,4878,1435,932,2549,5063,4698,2445,1712,2778,3931 | cost: 2197.439863499767
task: 3332,2802,3478,2371,3825,1541,4071,3006 | cost: 263.5310195000784
task: 4310,5036,585,3322,1763,2703,3249,1678,2514,3426,4777,2548 | cost: 712.5802120003755
task: 586,2333,2087,654,519,4828,4526,1634,3941,3685,37,3731,2885,1294,2608 | cost: 928.3644589995674
task: 2762,3688,2233,2719,4312,2297 | cost: 353.61035899950366
task: 4130,4552,4104,705,2662,3384,4514,2225 | cost: 605.5004585000461
task: 2729,962,4134,1919 | cost: 397.13985050047995
task: 3603,2902,618,4389 | cost: 389.42742449989964
task: 958,5094,2791,1044 | cost: 211.80548150005052
task: 3899,3456,1509,957,4887,2264,4572,4327,1633,3095,2819,2114,1300,3915,4142 | cost: 1109.4356969997534
task: 4476,869,3351,4925,1038 | cost: 191.63788949981608
task: 1264,1959,4187,1137,1602,1369 | cost: 636.8925609999678
task: 3834,2800,3187,3932,1929,3297,4664,2857 | cost: 203.60336449994065
task: 2814,3640,4655,2678,2381,2518,1393 | cost: 118.94835250041069
task: 3939,3250,1960,4632,5095,2022,3831,4263 | cost: 102.61705050015735
task: 802,2882,1906,1063 | cost: 60.95067249998465
task: 2849,1069,4476,3057 | cost: 52.94653200007815
task: 2307,1298,4043 | cost: 149.3446770000446
task: 893,4123,3269,3796,3329,2509,3474,1450,3583,1641,2985 | cost: 1004.9753270004658
task: 378,4035,2965,5063 | cost: 115.70393949978097
task: 3541,4340,3315,4542 | cost: 712.2122169998875
task: 72,3969,4362,1548,3258,515,3309,4660 | cost: 2000.5827270001646
task: 60,3474,2357 | cost: 709.0527839995957
task: 751,643,2450,156,1793,4940,2325,4168,4264 | cost: 459.9625800001377
task: 1788,4725,4913,4703,3830,2048,1817,1763,4170,3786,4672,2994,4455,4449 | cost: 873.3481115000359
task: 3824,684,53,4397,4917,4103,4071,3058,295,1665,3184 | cost: 1960.981732000164
task: 1766 | cost: 11.872593499901996
task: 847,2997 | cost: 49.19064950036045
task: 1112 | cost: 3.496496999559895
task: 1707,1752,4900,4136,1717 | cost: 439.9519405001229
task: 4590,1156 | cost: 84.17255999984263
task: 4930,1187,4774,717,646,1423,4456,563,1422 | cost: 504.2655395000111
task: 726 | cost: 107.9950779999308
task: 4338,3420,571 | cost: 210.3679414999533
task: 4844,3569,3996,2757,3620,4781,3484,661,2582,2939 | cost: 695.2931645000717
task: 1293,1212 | cost: 42.66130250016431
task: 2781,3668,2963,2853,3356,965,1538,3612,4896 | cost: 616.8662789996233
task: 1668,4549,2894,1001,952 | cost: 157.92110999973374
task: 2861,2098,4928,4419,2811,3570,3442,5131,2970,3424,1226,2003 | cost: 471.77789800025494
task: 1321,1643,190 | cost: 239.50066649967994
task: 4328,4617,3095,1716,4974,4018,2384,2145,4579,1652,2147 | cost: 946.7627069998343
task: 3280,3152,3088,1166,4593,4706,397,1912,4724 | cost: 247.3996994999652
task: 2806,1034,3197 | cost: 281.95274149993566
task: 4633,533,3371,1429,1789,2971,2607,4713,3432,1537,1306,1646,981,2736,3491 | cost: 1642.120807000083
task: 294 | cost: 107.83084949980548
task: 1175,2617,4914,635,3433,2706,754,4747,1999,3190 | cost: 899.2977319999227
task: 4018,4453,3350 | cost: 67.60512699975152
task: 1324,4955,4477,2531,1424,579 | cost: 125.80661950005378
task: 4116,3184,4863,3309 | cost: 439.92117449988655
task: 1053,4184,3111,2193,1592,4568 | cost: 436.49931300024036
task: 2340,3392,4849,3153,2185,4944,3585,3630 | cost: 351.19614600034765
task: 2820,2566,1585,2755,2508 | cost: 244.5978874998218
task: 1053,995,5,4692,4391,3976,4140,4668,2756,3129,214,2158,4083,763 | cost: 1214.6467365000717
task: 656,2128,2261,520 | cost: 52.8845384997112
